iter	RMSE
713	0.3303162311
714	0.330271015
715	0.3301620625
716	0.3300433718
717	0.3299596911
718	0.3298437737
719	0.3297318875
720	0.3295864091
721	0.3294742318
722	0.3293905357
723	0.3293093294
724	0.3292312097
725	0.3290948716
726	0.3290011102
727	0.3289227366
728	0.3288241592
729	0.3286719652
730	0.3286040262
731	0.3285229083
732	0.3284395858
733	0.3282936791
734	0.328158013
735	0.3280392061
736	0.3279386385
737	0.3278094495
738	0.3276667249
739	0.3275523709
740	0.3274412989
741	0.3273493047
742	0.3272363784
743	0.3269130966
744	0.3268244103
745	0.326730023
746	0.3266001688
747	0.3265057452
748	0.3263662502
749	0.3262914874
750	0.3261177056
751	0.3260044528
752	0.3258417033
753	0.3257591038
754	0.3256745585
755	0.325552444
756	0.3254758272
757	0.3253807002
758	0.3251901968
759	0.3251095221
760	0.324984067
761	0.3248739809
762	0.3247054808
763	0.3243557169
764	0.3242013697
765	0.3240184697
766	0.3239447381
767	0.323822938
768	0.3237690007
769	0.3237077
770	0.3235686013
771	0.3234647796
772	0.3233652527
773	0.3232463931
774	0.3231481328
775	0.3230629531
776	0.322975041
777	0.322723432
778	0.3226202756
779	0.3225192746
780	0.3224183919
781	0.3221821973
782	0.3220639995
783	0.3219057746
784	0.3217414691
785	0.3216362712
786	0.3214436393
787	0.3213732121
788	0.3212894127
789	0.3211574451
790	0.3210369122
791	0.320950536
792	0.3208187364
793	0.320751328
794	0.3207179485
795	0.3206085735
796	0.3205235886
797	0.3204211119
798	0.3203439224
799	0.3202294183
800	0.3201381757
801	0.3200027289
802	0.3198838324
803	0.3198002164
804	0.3197040124
805	0.3196103356
806	0.3195117701
807	0.3194610995
808	0.3193213315
809	0.3192381668
810	0.3191414329
811	0.3190325435
812	0.3188623493
813	0.3187299397
814	0.3186179089
815	0.3184945346
816	0.3183937427
817	0.3182519245
818	0.3181571094
819	0.3180314685
820	0.3179625834
821	0.3177320879
822	0.31764872
823	0.3175439532
824	0.3173316897
825	0.3171987353
826	0.3171393818
827	0.3170247677
828	0.3168756803
829	0.3167527837
830	0.3167134908
831	0.3165771703
832	0.3164799408
833	0.316387884
834	0.3162579755
835	0.3161715515
836	0.316079803
837	0.3159866521
838	0.3158365661
839	0.3157374029
840	0.3156652592
841	0.3155246561
842	0.3154160786
843	0.3152583726
844	0.315131588
845	0.3149794445
846	0.314904596
847	0.3147311964
848	0.3146139994
849	0.3144634327
850	0.3143442696
851	0.314256179
852	0.3141742288
853	0.3140691088
854	0.3139877875
855	0.313883024
856	0.3136707974
857	0.3134404783
858	0.3133563096
859	0.3132472734
860	0.313146545
861	0.3130344767
862	0.3129350965
863	0.3128513474
864	0.3126688149
865	0.3125677962
866	0.3124703666
867	0.3123550611
868	0.3122588115
869	0.3121804435
870	0.3120808885
871	0.3119417816
872	0.3118240027
873	0.3117805362
874	0.311619092
875	0.3115507971
876	0.3114032056
877	0.3112699258
878	0.3112027732
879	0.3110566911
880	0.3109395657
881	0.3108584345
882	0.3107830574
883	0.3106887477
884	0.3105998292
885	0.3105071923
886	0.3104549087
887	0.3103471891
888	0.3101811346
889	0.3101029944
890	0.3099579655
891	0.309896045
892	0.3098123747
893	0.3097510171
894	0.3096436358
895	0.3095703633
896	0.3095137078
897	0.3093442556
898	0.3092119904
899	0.3091123538
900	0.3090103646
901	0.3089382343
902	0.3088391926
903	0.3087511331
904	0.3085129169
905	0.3083863154
906	0.3083010177
907	0.3082003633
908	0.3079669707
909	0.3078548515
910	0.3077224337
911	0.3076464463
912	0.3075453072
913	0.3074358251
914	0.3073244057
915	0.3071987804
916	0.3070890167
917	0.3069704664
918	0.3069228185
919	0.3068638148
920	0.3067841864
921	0.306665757
922	0.3065676678
923	0.3064880789
924	0.3064019857
925	0.306271366
926	0.306209039
927	0.3061016373
928	0.3059391283
929	0.3057984514
930	0.3057448588
931	0.3056583124
932	0.305596863
933	0.3055036437
934	0.305394857
935	0.3053087149
936	0.3052315139
937	0.3051211685
938	0.3050479802
939	0.3049625308
940	0.3049119595
941	0.3048265501
942	0.3047563895
943	0.3046238189
944	0.3045053893
945	0.3044335801
946	0.3043711945
947	0.3042911289
948	0.304188821
949	0.3041067314
950	0.3039393456
951	0.303772009
952	0.303645052
953	0.3034919774
954	0.3033721481
955	0.3032056247
956	0.3030850284
957	0.3029116085
958	0.302863901
959	0.3027327238
960	0.3026279282
961	0.3024991125
962	0.302379478
963	0.3022485533
964	0.3021543973
965	0.3020738233
966	0.3019995683
967	0.3019198651
968	0.3017901062
969	0.3017057671
970	0.3016326478
971	0.3014685071
972	0.301342845
973	0.3012116255
974	0.3011503899
975	0.3010312691
976	0.3009258849
977	0.3008475753
978	0.3007969965
979	0.3007179782
980	0.3005776628
981	0.3004943912
982	0.3003782157
983	0.3002598569
984	0.3001918417
985	0.3001412058
986	0.3000299152
987	0.2999749281
988	0.2999129056
989	0.2998484958
990	0.2998173057
991	0.29971644
992	0.2996065923
993	0.2995442561
994	0.2994621915
995	0.2993191118
996	0.2992144794
997	0.2991450006
998	0.2990857533
999	0.2989734291
